pelicula;date;duracio;director;genre;autor;medi;tendencia;actors
La batalla de los sexos;2017;121 min.;Jonathan Dayton,;Drama;Peter Debruge; Variety ;positiva;Emma Stone,Steve Carell,Andrea Riseborough,Elisabeth Shue,Bill Pullman,Austin Stowell,Sarah Silverman,Alan Cumming,Eric Christian Olsen,Jessica McNamee,Mickey Sumner,James Mackay,Agnes Olech,Chet Grissom,Chip Chinery,John C. McGinley
La batalla de Solférino;2013;94 min.;Justine Triet;Comedia;Jordi Costa; Diario El País ;positiva;Laetitia Dosch,Vincent Macaigne,Arthur Harari,Marc-Antoine Vaugeois,Virgil Vernier
La batalla del año;2013;109 min.;Benson Lee;Musical;Fausto Fernández; Fotogramas ;negativa;Josh Peck,Josh Holloway,Chris Brown,Laz Alonso,Caity Lotz,Terrence Jenkins,Weronika Rosati,Luis Rosado,Ivan 'Flipz' Velez,Jesse Erwin,Alex Martin,Steve Terada,Giovanni V. Giusti,Marcus Nel-Jamal Hamm,David Kim
La batalla del año;2013;109 min.;Benson Lee;Musical;Andrew Barker; Variety ;negativa;Josh Peck,Josh Holloway,Chris Brown,Laz Alonso,Caity Lotz,Terrence Jenkins,Weronika Rosati,Luis Rosado,Ivan 'Flipz' Velez,Jesse Erwin,Alex Martin,Steve Terada,Giovanni V. Giusti,Marcus Nel-Jamal Hamm,David Kim
La batalla del año;2013;109 min.;Benson Lee;Musical;Miriam Bale; The New York Times ;negativa;Josh Peck,Josh Holloway,Chris Brown,Laz Alonso,Caity Lotz,Terrence Jenkins,Weronika Rosati,Luis Rosado,Ivan 'Flipz' Velez,Jesse Erwin,Alex Martin,Steve Terada,Giovanni V. Giusti,Marcus Nel-Jamal Hamm,David Kim
La batalla del año;2013;109 min.;Benson Lee;Musical;Peter Hartlaub; San Francisco Chronicle ;negativa;Josh Peck,Josh Holloway,Chris Brown,Laz Alonso,Caity Lotz,Terrence Jenkins,Weronika Rosati,Luis Rosado,Ivan 'Flipz' Velez,Jesse Erwin,Alex Martin,Steve Terada,Giovanni V. Giusti,Marcus Nel-Jamal Hamm,David Kim
La batalla del año;2013;109 min.;Benson Lee;Musical;Scott Bowles; USA Today ;negativa;Josh Peck,Josh Holloway,Chris Brown,Laz Alonso,Caity Lotz,Terrence Jenkins,Weronika Rosati,Luis Rosado,Ivan 'Flipz' Velez,Jesse Erwin,Alex Martin,Steve Terada,Giovanni V. Giusti,Marcus Nel-Jamal Hamm,David Kim
La batalla del año;2013;109 min.;Benson Lee;Musical;Jessica Oliva; Cine Premiere ;neutral;Josh Peck,Josh Holloway,Chris Brown,Laz Alonso,Caity Lotz,Terrence Jenkins,Weronika Rosati,Luis Rosado,Ivan 'Flipz' Velez,Jesse Erwin,Alex Martin,Steve Terada,Giovanni V. Giusti,Marcus Nel-Jamal Hamm,David Kim
La batalla del año;2013;109 min.;Benson Lee;Musical;Ernesto Garrat; Diario El Mercurio ;neutral;Josh Peck,Josh Holloway,Chris Brown,Laz Alonso,Caity Lotz,Terrence Jenkins,Weronika Rosati,Luis Rosado,Ivan 'Flipz' Velez,Jesse Erwin,Alex Martin,Steve Terada,Giovanni V. Giusti,Marcus Nel-Jamal Hamm,David Kim
pelicula;date;duracio;director;genre;autor;medi;tendencia;actors
M;2017;99 min.;Sara Forestier;Drama;Neil Young; The Hollywood Reporter ;negativa;Sara Forestier,Redouanne Harjane,Jean-Pierre Léaud
M. Butterfly;1993;101 min.;David Cronenberg;Romance;Augusto M. Torres; Diario El País ;positiva;Jeremy Irons,John Lone,Barbara Sukowa,Ian Richardson,Annabel Leventon,Shizuko Hoshi,Richard McMillan,Vernon Dobtcheff
M. Butterfly;1993;101 min.;David Cronenberg;Romance;Luis Martínez; Diario El País ;neutral;Jeremy Irons,John Lone,Barbara Sukowa,Ian Richardson,Annabel Leventon,Shizuko Hoshi,Richard McMillan,Vernon Dobtcheff
M, el vampiro de Düsseldorf ;1931;111 min.;Fritz Lang;Thriller;Pablo Kurt; FILMAFFINITY ;positiva;Peter Lorre,Otto Wernicke,Gustav Gründgens,Theo Lingen,Theodor Loos,Georg John,Ellen Widman,Inge Landgut
M, el vampiro de Düsseldorf ;1931;111 min.;Fritz Lang;Thriller;Edward Guthmann; San Francisco Chronicle ;positiva;Peter Lorre,Otto Wernicke,Gustav Gründgens,Theo Lingen,Theodor Loos,Georg John,Ellen Widman,Inge Landgut
M, el vampiro de Düsseldorf ;1931;111 min.;Fritz Lang;Thriller;Kenneth Turan; Los Angeles Times ;positiva;Peter Lorre,Otto Wernicke,Gustav Gründgens,Theo Lingen,Theodor Loos,Georg John,Ellen Widman,Inge Landgut
M, el vampiro de Düsseldorf ;1931;111 min.;Fritz Lang;Thriller;Derek Adams ; Time Out ;positiva;Peter Lorre,Otto Wernicke,Gustav Gründgens,Theo Lingen,Theodor Loos,Georg John,Ellen Widman,Inge Landgut
M, el vampiro de Düsseldorf ;1931;111 min.;Fritz Lang;Thriller;Mordaunt Hall; The New York Times ;positiva;Peter Lorre,Otto Wernicke,Gustav Gründgens,Theo Lingen,Theodor Loos,Georg John,Ellen Widman,Inge Landgut
M, el vampiro de Düsseldorf ;1931;111 min.;Fritz Lang;Thriller;Roger Ebert; rogerebert.com ;positiva;Peter Lorre,Otto Wernicke,Gustav Gründgens,Theo Lingen,Theodor Loos,Georg John,Ellen Widman,Inge Landgut
M, el vampiro de Düsseldorf ;1931;111 min.;Fritz Lang;Thriller;Peter Bradshaw; The Guardian ;positiva;Peter Lorre,Otto Wernicke,Gustav Gründgens,Theo Lingen,Theodor Loos,Georg John,Ellen Widman,Inge Landgut
Ma fille (Mi hija);2007;72 min.;Enrique Stavron;Drama;Adolfo C. Martínez; Diario La Nación ;neutral;Isabelle Moreau,Susana Beltrán,Michel Azogue
ma ma;2015;111 min.;Julio Medem;Drama;Luis Martínez; Diario El Mundo ;negativa;Penélope Cruz,Luis Tosar,Asier Etxeandia,Teo Planell,Silvia Abascal,Mónica Sagrera,Àlex Brendemühl,Ciro Miró
ma ma;2015;111 min.;Julio Medem;Drama;Jordi Costa; Diario El País ;negativa;Penélope Cruz,Luis Tosar,Asier Etxeandia,Teo Planell,Silvia Abascal,Mónica Sagrera,Àlex Brendemühl,Ciro Miró
ma ma;2015;111 min.;Julio Medem;Drama;Oti Rodríguez Marchante; Diario ABC ;positiva;Penélope Cruz,Luis Tosar,Asier Etxeandia,Teo Planell,Silvia Abascal,Mónica Sagrera,Àlex Brendemühl,Ciro Miró
ma ma;2015;111 min.;Julio Medem;Drama;M. Torreiro; Fotogramas ;negativa;Penélope Cruz,Luis Tosar,Asier Etxeandia,Teo Planell,Silvia Abascal,Mónica Sagrera,Àlex Brendemühl,Ciro Miró
ma ma;2015;111 min.;Julio Medem;Drama;Beatriz Martínez; Fotogramas ;positiva;Penélope Cruz,Luis Tosar,Asier Etxeandia,Teo Planell,Silvia Abascal,Mónica Sagrera,Àlex Brendemühl,Ciro Miró
ma ma;2015;111 min.;Julio Medem;Drama;Manuel Piñón; Cinemanía ;negativa;Penélope Cruz,Luis Tosar,Asier Etxeandia,Teo Planell,Silvia Abascal,Mónica Sagrera,Àlex Brendemühl,Ciro Miró
ma ma;2015;111 min.;Julio Medem;Drama;Dennis Harvey; Variety ;negativa;Penélope Cruz,Luis Tosar,Asier Etxeandia,Teo Planell,Silvia Abascal,Mónica Sagrera,Àlex Brendemühl,Ciro Miró
Ma' Rosa;2016;110 min.;Brillante Mendoza;Drama;Luis Martínez; Diario El Mundo ;neutral;Jaclyn Jose,Julio Díaz,Félix Roco,Beron Geisler,Jomari Ángeles,Neil Ryan Sese,Mercedes Cabral,Andi Eigenmann,Mark Anthony Fernández,Mon Confiado,María Isabel López
Ma' Rosa;2016;110 min.;Brillante Mendoza;Drama;Carlos Boyero; Diario El País ;neutral;Jaclyn Jose,Julio Díaz,Félix Roco,Beron Geisler,Jomari Ángeles,Neil Ryan Sese,Mercedes Cabral,Andi Eigenmann,Mark Anthony Fernández,Mon Confiado,María Isabel López
Ma' Rosa;2016;110 min.;Brillante Mendoza;Drama;Sergi Sánchez; Diario La Razón ;neutral;Jaclyn Jose,Julio Díaz,Félix Roco,Beron Geisler,Jomari Ángeles,Neil Ryan Sese,Mercedes Cabral,Andi Eigenmann,Mark Anthony Fernández,Mon Confiado,María Isabel López
Ma' Rosa;2016;110 min.;Brillante Mendoza;Drama;Diego Batlle; Diario La Nación ;negativa;Jaclyn Jose,Julio Díaz,Félix Roco,Beron Geisler,Jomari Ángeles,Neil Ryan Sese,Mercedes Cabral,Andi Eigenmann,Mark Anthony Fernández,Mon Confiado,María Isabel López
Ma' Rosa;2016;110 min.;Brillante Mendoza;Drama;Pablo O. Scholz; Diario Clarín ;negativa;Jaclyn Jose,Julio Díaz,Félix Roco,Beron Geisler,Jomari Ángeles,Neil Ryan Sese,Mercedes Cabral,Andi Eigenmann,Mark Anthony Fernández,Mon Confiado,María Isabel López
Ma' Rosa;2016;110 min.;Brillante Mendoza;Drama;Boyd van Hoeij; The Hollywood Reporter ;neutral;Jaclyn Jose,Julio Díaz,Félix Roco,Beron Geisler,Jomari Ángeles,Neil Ryan Sese,Mercedes Cabral,Andi Eigenmann,Mark Anthony Fernández,Mon Confiado,María Isabel López
Ma' Rosa;2016;110 min.;Brillante Mendoza;Drama;Maggie Lee; Variety ;neutral;Jaclyn Jose,Julio Díaz,Félix Roco,Beron Geisler,Jomari Ángeles,Neil Ryan Sese,Mercedes Cabral,Andi Eigenmann,Mark Anthony Fernández,Mon Confiado,María Isabel López
Ma' Rosa;2016;110 min.;Brillante Mendoza;Drama;Peter Bradshaw; The Guardian ;neutral;Jaclyn Jose,Julio Díaz,Félix Roco,Beron Geisler,Jomari Ángeles,Neil Ryan Sese,Mercedes Cabral,Andi Eigenmann,Mark Anthony Fernández,Mon Confiado,María Isabel López
Macario ;1960;91 min.;Roberto Gavaldón;Drama;Bosley Crowther; The New York Times ;positiva;Ignacio López Tarso,Pina Pellicer,Enrique Lucero,Mario Alberto Rodríguez,José Gálvez,José Luis Jiménez
Macario ;1960;91 min.;Roberto Gavaldón;Drama;Andrea Gronvall; Chicago Reader ;positiva;Ignacio López Tarso,Pina Pellicer,Enrique Lucero,Mario Alberto Rodríguez,José Gálvez,José Luis Jiménez
Macario ;1960;91 min.;Roberto Gavaldón;Drama;Diario El Universal ;unknow;positiva;Ignacio López Tarso,Pina Pellicer,Enrique Lucero,Mario Alberto Rodríguez,José Gálvez,José Luis Jiménez
MacArthur, el general rebelde;1977;128 min.;Joseph Sargent;Bélico;Luis Martínez; Diario El País ;positiva;Gregory Peck,Dan O'Herlihy,Ed Flanders,Sandy Kenyon,Dick O'Neill,Kenneth Tobey,Art Fleming,Ward Costello,Marj Dusay
MacArthur, el general rebelde;1977;128 min.;Joseph Sargent;Bélico;Francisco Marinero; Diario El Mundo ;neutral;Gregory Peck,Dan O'Herlihy,Ed Flanders,Sandy Kenyon,Dick O'Neill,Kenneth Tobey,Art Fleming,Ward Costello,Marj Dusay
Macbeth;1948;105 min.;Orson Welles;Drama;Miguel Ángel Palomo; Diario El País ;positiva;Orson Welles,Jeanette Nolan,Dan O'Herlihy,Roddy McDowall,Edgar Barrier
Macbeth;1948;105 min.;Orson Welles;Drama;FILMAFFINITY ;unknow;unknow;Orson Welles,Jeanette Nolan,Dan O'Herlihy,Roddy McDowall,Edgar Barrier
Macbeth;2015;113 min.;Justin Kurzel;Drama;Luis Martínez; Diario El Mundo ;positiva;Michael Fassbender,Marion Cotillard,Sean Harris,Paddy Considine,David Thewlis,Elizabeth Debicki,Jack Reynor,David Hayman,James Michael Rankin,Barrie Martin,Ross Anderson
Macbeth;2015;113 min.;Justin Kurzel;Drama;Carlos Boyero; Diario El País ;positiva;Michael Fassbender,Marion Cotillard,Sean Harris,Paddy Considine,David Thewlis,Elizabeth Debicki,Jack Reynor,David Hayman,James Michael Rankin,Barrie Martin,Ross Anderson
Macbeth;2015;113 min.;Justin Kurzel;Drama;Nando Salvá; Diario El Periódico ;positiva;Michael Fassbender,Marion Cotillard,Sean Harris,Paddy Considine,David Thewlis,Elizabeth Debicki,Jack Reynor,David Hayman,James Michael Rankin,Barrie Martin,Ross Anderson
Macbeth;2015;113 min.;Justin Kurzel;Drama;Sergi Sánchez; Diario La Razón ;positiva;Michael Fassbender,Marion Cotillard,Sean Harris,Paddy Considine,David Thewlis,Elizabeth Debicki,Jack Reynor,David Hayman,James Michael Rankin,Barrie Martin,Ross Anderson
Macbeth;2015;113 min.;Justin Kurzel;Drama;Javier Cortijo; Cinemanía ;positiva;Michael Fassbender,Marion Cotillard,Sean Harris,Paddy Considine,David Thewlis,Elizabeth Debicki,Jack Reynor,David Hayman,James Michael Rankin,Barrie Martin,Ross Anderson
Macbeth;2015;113 min.;Justin Kurzel;Drama;Oti Rodríguez Marchante; Diario ABC ;positiva;Michael Fassbender,Marion Cotillard,Sean Harris,Paddy Considine,David Thewlis,Elizabeth Debicki,Jack Reynor,David Hayman,James Michael Rankin,Barrie Martin,Ross Anderson
Macbeth;2015;113 min.;Justin Kurzel;Drama;Jordi Costa; Diario El País ;positiva;Michael Fassbender,Marion Cotillard,Sean Harris,Paddy Considine,David Thewlis,Elizabeth Debicki,Jack Reynor,David Hayman,James Michael Rankin,Barrie Martin,Ross Anderson
Macbeth;1971;140 min.;Roman Polanski;Drama;Augusto M. Torres; Diario El País ;neutral;Jon Finch,Francesca Annis,Martin Shaw,Nicholas Selby,John Stride,Terence Bayler,Stephan Chase,Paul Shelley,Sydney Bromley,Andrew Laurence,Noel Davis,Diane Fletcher
Macbeth;1971;140 min.;Roman Polanski;Drama;Javier Rioyo; Cinemanía ;positiva;Jon Finch,Francesca Annis,Martin Shaw,Nicholas Selby,John Stride,Terence Bayler,Stephan Chase,Paul Shelley,Sydney Bromley,Andrew Laurence,Noel Davis,Diane Fletcher
Macbeth;1971;140 min.;Roman Polanski;Drama;Frances Herridge; New York Post ;positiva;Jon Finch,Francesca Annis,Martin Shaw,Nicholas Selby,John Stride,Terence Bayler,Stephan Chase,Paul Shelley,Sydney Bromley,Andrew Laurence,Noel Davis,Diane Fletcher
Macbeth;2018;121 min.;Kit Monkman;Drama;Leslie Felperin; The Guardian ;positiva;Wunmi Mosaku,Al Weaver,Mark Rowley,Alex Sawyer,David Bradley,Wil Johnson,Alan McKenna,Philippe Spall,Francesca Fowler,Valentine Pelka,Kelly Burke,David Bark-Jones,Charlie Hamblett,James Atherton,Ryan Hayes,Emily Carding,Charles Mnene,Shelley Lankovits,John Albasiny,J.D. Kelleher,Akiya Henry,Amie Burns Walker,Naj Modak,Adam Scott-Rowley,Alex Kelly,Faye Wilson,Ben Chandler,Kian Hurst-Conroy,Nia Omorogie,Liam Bokser
MacGruber;2010;99 min.;Jorma Taccone;Acción;Peter Travers; Rolling Stone ;positiva;Will Forte,Kristen Wiig,Val Kilmer,Ryan Phillippe,Rhys Coiro,Maya Rudolph,Chris Jericho,Derek Mears,Powers Boothe,Andy Mackenzie,Timothy V. Murphy,Brandon Trost
MacGyver (Serie de TV);2016;60 min.;Matt Earl Beesley,;Serie de TV;Hank Stuever; The Washington Post ;neutral;Lucas Till,George Eads,Tristin Mays,Justin Hires,Sandrine Holt,Meredith Eaton,Aina Dumlao,Robin Dyke,David Dastmalchian,Tracy Spiridakos,Amy Acker,William Mapother,Preston James Hillier,Kate Bond,Nicholas Guest,Jocko Sims,Bianca Malinowsk,Christian Chamberlin,David Dman Escobar,Frank Whaley,Elya Baskin,Emerson Brooks,Oliver Cooper,Christopher Heyerdahl,John Heard,Tobias Jelinek,Thomas Kopache,Michael Michele,Kasha Kropinski,Zulay Henao,Michael Graziadei,Svetlana Efremova,Daniel Dae Kim,Lance Gross,Olek Krupa,Alyson Michalka,Luke Arnold,Joshua Chang,Alicia Coppola,Jarreth J. Merz,Vinnie Jones,Sonia Rockwell,Lobo Sebastian,Siobhan Fallon,Daniella Alonso
MacGyver (Serie de TV);2016;60 min.;Matt Earl Beesley,;Serie de TV;Matthew Gilbert; Boston Globe ;negativa;Lucas Till,George Eads,Tristin Mays,Justin Hires,Sandrine Holt,Meredith Eaton,Aina Dumlao,Robin Dyke,David Dastmalchian,Tracy Spiridakos,Amy Acker,William Mapother,Preston James Hillier,Kate Bond,Nicholas Guest,Jocko Sims,Bianca Malinowsk,Christian Chamberlin,David Dman Escobar,Frank Whaley,Elya Baskin,Emerson Brooks,Oliver Cooper,Christopher Heyerdahl,John Heard,Tobias Jelinek,Thomas Kopache,Michael Michele,Kasha Kropinski,Zulay Henao,Michael Graziadei,Svetlana Efremova,Daniel Dae Kim,Lance Gross,Olek Krupa,Alyson Michalka,Luke Arnold,Joshua Chang,Alicia Coppola,Jarreth J. Merz,Vinnie Jones,Sonia Rockwell,Lobo Sebastian,Siobhan Fallon,Daniella Alonso
MacGyver (Serie de TV);2016;60 min.;Matt Earl Beesley,;Serie de TV;Daniel Fienberg; The Hollywood Reporter ;negativa;Lucas Till,George Eads,Tristin Mays,Justin Hires,Sandrine Holt,Meredith Eaton,Aina Dumlao,Robin Dyke,David Dastmalchian,Tracy Spiridakos,Amy Acker,William Mapother,Preston James Hillier,Kate Bond,Nicholas Guest,Jocko Sims,Bianca Malinowsk,Christian Chamberlin,David Dman Escobar,Frank Whaley,Elya Baskin,Emerson Brooks,Oliver Cooper,Christopher Heyerdahl,John Heard,Tobias Jelinek,Thomas Kopache,Michael Michele,Kasha Kropinski,Zulay Henao,Michael Graziadei,Svetlana Efremova,Daniel Dae Kim,Lance Gross,Olek Krupa,Alyson Michalka,Luke Arnold,Joshua Chang,Alicia Coppola,Jarreth J. Merz,Vinnie Jones,Sonia Rockwell,Lobo Sebastian,Siobhan Fallon,Daniella Alonso
MacGyver (Serie de TV);2016;60 min.;Matt Earl Beesley,;Serie de TV;Neil Genzlinger; The New York Times ;neutral;Lucas Till,George Eads,Tristin Mays,Justin Hires,Sandrine Holt,Meredith Eaton,Aina Dumlao,Robin Dyke,David Dastmalchian,Tracy Spiridakos,Amy Acker,William Mapother,Preston James Hillier,Kate Bond,Nicholas Guest,Jocko Sims,Bianca Malinowsk,Christian Chamberlin,David Dman Escobar,Frank Whaley,Elya Baskin,Emerson Brooks,Oliver Cooper,Christopher Heyerdahl,John Heard,Tobias Jelinek,Thomas Kopache,Michael Michele,Kasha Kropinski,Zulay Henao,Michael Graziadei,Svetlana Efremova,Daniel Dae Kim,Lance Gross,Olek Krupa,Alyson Michalka,Luke Arnold,Joshua Chang,Alicia Coppola,Jarreth J. Merz,Vinnie Jones,Sonia Rockwell,Lobo Sebastian,Siobhan Fallon,Daniella Alonso
MacGyver (Serie de TV);2016;60 min.;Matt Earl Beesley,;Serie de TV;Maureen Ryan; Variety ;negativa;Lucas Till,George Eads,Tristin Mays,Justin Hires,Sandrine Holt,Meredith Eaton,Aina Dumlao,Robin Dyke,David Dastmalchian,Tracy Spiridakos,Amy Acker,William Mapother,Preston James Hillier,Kate Bond,Nicholas Guest,Jocko Sims,Bianca Malinowsk,Christian Chamberlin,David Dman Escobar,Frank Whaley,Elya Baskin,Emerson Brooks,Oliver Cooper,Christopher Heyerdahl,John Heard,Tobias Jelinek,Thomas Kopache,Michael Michele,Kasha Kropinski,Zulay Henao,Michael Graziadei,Svetlana Efremova,Daniel Dae Kim,Lance Gross,Olek Krupa,Alyson Michalka,Luke Arnold,Joshua Chang,Alicia Coppola,Jarreth J. Merz,Vinnie Jones,Sonia Rockwell,Lobo Sebastian,Siobhan Fallon,Daniella Alonso
Machete (C);2007;3 min.;Robert Rodriguez;Acción;FILMAFFINITY ;unknow;unknow;Danny Trejo,Cheech Marin,Jeff Fahey,Tito Larriva,Alicia Rachel Marek
Machete;2010;101 min.;Robert Rodriguez,;Acción;Carlos Boyero; Diario El País ;negativa;Danny Trejo,Robert De Niro,Jessica Alba,Steven Seagal,Michelle Rodriguez,Jeff Fahey,Cheech Marin,Don Johnson,Shea Whigham,Lindsay Lohan,Cheryl Chin,Daryl Sabara,Electra Avellan,Elise Avellan,Gilbert Trejo,Tom Savini,Alicia Rachel Marek,Mayra Leal,Ara Celi
Machete;2010;101 min.;Robert Rodriguez,;Acción;Luis Martínez; Diario El Mundo ;negativa;Danny Trejo,Robert De Niro,Jessica Alba,Steven Seagal,Michelle Rodriguez,Jeff Fahey,Cheech Marin,Don Johnson,Shea Whigham,Lindsay Lohan,Cheryl Chin,Daryl Sabara,Electra Avellan,Elise Avellan,Gilbert Trejo,Tom Savini,Alicia Rachel Marek,Mayra Leal,Ara Celi
Machete;2010;101 min.;Robert Rodriguez,;Acción;Nando Salvá; Diario El Periódico ;neutral;Danny Trejo,Robert De Niro,Jessica Alba,Steven Seagal,Michelle Rodriguez,Jeff Fahey,Cheech Marin,Don Johnson,Shea Whigham,Lindsay Lohan,Cheryl Chin,Daryl Sabara,Electra Avellan,Elise Avellan,Gilbert Trejo,Tom Savini,Alicia Rachel Marek,Mayra Leal,Ara Celi
Machete;2010;101 min.;Robert Rodriguez,;Acción;Jordi Costa; Diario El País ;positiva;Danny Trejo,Robert De Niro,Jessica Alba,Steven Seagal,Michelle Rodriguez,Jeff Fahey,Cheech Marin,Don Johnson,Shea Whigham,Lindsay Lohan,Cheryl Chin,Daryl Sabara,Electra Avellan,Elise Avellan,Gilbert Trejo,Tom Savini,Alicia Rachel Marek,Mayra Leal,Ara Celi
Machete;2010;101 min.;Robert Rodriguez,;Acción;Sergi Sánchez; Diario La Razón ;negativa;Danny Trejo,Robert De Niro,Jessica Alba,Steven Seagal,Michelle Rodriguez,Jeff Fahey,Cheech Marin,Don Johnson,Shea Whigham,Lindsay Lohan,Cheryl Chin,Daryl Sabara,Electra Avellan,Elise Avellan,Gilbert Trejo,Tom Savini,Alicia Rachel Marek,Mayra Leal,Ara Celi
Machete;2010;101 min.;Robert Rodriguez,;Acción;José Manuel Cuéllar; Diario ABC ;positiva;Danny Trejo,Robert De Niro,Jessica Alba,Steven Seagal,Michelle Rodriguez,Jeff Fahey,Cheech Marin,Don Johnson,Shea Whigham,Lindsay Lohan,Cheryl Chin,Daryl Sabara,Electra Avellan,Elise Avellan,Gilbert Trejo,Tom Savini,Alicia Rachel Marek,Mayra Leal,Ara Celi
Machete;2010;101 min.;Robert Rodriguez,;Acción;Salvador Llopart; Diario La Vanguardia ;negativa;Danny Trejo,Robert De Niro,Jessica Alba,Steven Seagal,Michelle Rodriguez,Jeff Fahey,Cheech Marin,Don Johnson,Shea Whigham,Lindsay Lohan,Cheryl Chin,Daryl Sabara,Electra Avellan,Elise Avellan,Gilbert Trejo,Tom Savini,Alicia Rachel Marek,Mayra Leal,Ara Celi
Machete Kills;2013;107 min.;Robert Rodriguez;Acción;Geoff Berkshire; Variety ;neutral;Danny Trejo,Mel Gibson,Jessica Alba,Amber Heard,Alexa Vega,Michelle Rodriguez,Sofia Vergara,Vanessa Hudgens,Demian Bichir,Charlie Sheen,Lady Gaga,Cuba Gooding Jr.,William Sadler,Electra Avellán,Elise Avellán,Mike Gassaway,Sophia Hoang,Heaven Elizabeth Fearn,Marko Zaror,Antonio Banderas,Tom Savini,Walton Goggins
Machete Kills;2013;107 min.;Robert Rodriguez;Acción;Justin Lowe; The Hollywood Reporter ;negativa;Danny Trejo,Mel Gibson,Jessica Alba,Amber Heard,Alexa Vega,Michelle Rodriguez,Sofia Vergara,Vanessa Hudgens,Demian Bichir,Charlie Sheen,Lady Gaga,Cuba Gooding Jr.,William Sadler,Electra Avellán,Elise Avellán,Mike Gassaway,Sophia Hoang,Heaven Elizabeth Fearn,Marko Zaror,Antonio Banderas,Tom Savini,Walton Goggins
Machete Kills;2013;107 min.;Robert Rodriguez;Acción;Dan Jolin; Empire ;negativa;Danny Trejo,Mel Gibson,Jessica Alba,Amber Heard,Alexa Vega,Michelle Rodriguez,Sofia Vergara,Vanessa Hudgens,Demian Bichir,Charlie Sheen,Lady Gaga,Cuba Gooding Jr.,William Sadler,Electra Avellán,Elise Avellán,Mike Gassaway,Sophia Hoang,Heaven Elizabeth Fearn,Marko Zaror,Antonio Banderas,Tom Savini,Walton Goggins
Machete Kills;2013;107 min.;Robert Rodriguez;Acción;David Edelstein; New York Magazine ;negativa;Danny Trejo,Mel Gibson,Jessica Alba,Amber Heard,Alexa Vega,Michelle Rodriguez,Sofia Vergara,Vanessa Hudgens,Demian Bichir,Charlie Sheen,Lady Gaga,Cuba Gooding Jr.,William Sadler,Electra Avellán,Elise Avellán,Mike Gassaway,Sophia Hoang,Heaven Elizabeth Fearn,Marko Zaror,Antonio Banderas,Tom Savini,Walton Goggins
Machete Kills;2013;107 min.;Robert Rodriguez;Acción;Scott Bowles; USA Today ;negativa;Danny Trejo,Mel Gibson,Jessica Alba,Amber Heard,Alexa Vega,Michelle Rodriguez,Sofia Vergara,Vanessa Hudgens,Demian Bichir,Charlie Sheen,Lady Gaga,Cuba Gooding Jr.,William Sadler,Electra Avellán,Elise Avellán,Mike Gassaway,Sophia Hoang,Heaven Elizabeth Fearn,Marko Zaror,Antonio Banderas,Tom Savini,Walton Goggins
Machete Kills;2013;107 min.;Robert Rodriguez;Acción;Diego Batlle; Diario La Nación ;neutral;Danny Trejo,Mel Gibson,Jessica Alba,Amber Heard,Alexa Vega,Michelle Rodriguez,Sofia Vergara,Vanessa Hudgens,Demian Bichir,Charlie Sheen,Lady Gaga,Cuba Gooding Jr.,William Sadler,Electra Avellán,Elise Avellán,Mike Gassaway,Sophia Hoang,Heaven Elizabeth Fearn,Marko Zaror,Antonio Banderas,Tom Savini,Walton Goggins
Machete Kills;2013;107 min.;Robert Rodriguez;Acción;Antonio Camarillo; Cine Premiere ;positiva;Danny Trejo,Mel Gibson,Jessica Alba,Amber Heard,Alexa Vega,Michelle Rodriguez,Sofia Vergara,Vanessa Hudgens,Demian Bichir,Charlie Sheen,Lady Gaga,Cuba Gooding Jr.,William Sadler,Electra Avellán,Elise Avellán,Mike Gassaway,Sophia Hoang,Heaven Elizabeth Fearn,Marko Zaror,Antonio Banderas,Tom Savini,Walton Goggins
Machines ;2016;75 min.;Rahul Jain;Documental;Guy Lodge; Variety ;positiva;Documentary
Machines ;2016;75 min.;Rahul Jain;Documental;Neil Young; The Hollywood Reporter ;positiva;Documentary
Machines ;2016;75 min.;Rahul Jain;Documental;Allan Hunter; Screendaily ;positiva;Documentary
Machines ;2016;75 min.;Rahul Jain;Documental;Nick Allen; rogerebert.com ;positiva;Documentary
Machines ;2016;75 min.;Rahul Jain;Documental;Peter Bradshaw; The Guardian ;positiva;Documentary
Machines ;2016;75 min.;Rahul Jain;Documental;Geoffrey Macnab; The Independent ;positiva;Documentary
Macho;2016;90 min.;Antonio Serrano;Comedia;Alejandro Cárdenas; Cine Premiere ;neutral;Miguel Rodarte,Aislinn Derbéz,Cecilia Suárez,Renato López,Manolo Cardona,Mario Iván Martínez,Ana de la Reguera,Ofelia Medina,Marco Treviño,Cecilia Ponce,Sophie Gómez,Andrés Palacios
Macho;2016;90 min.;Antonio Serrano;Comedia;Luis Tovar; Diario La Jornada ;negativa;Miguel Rodarte,Aislinn Derbéz,Cecilia Suárez,Renato López,Manolo Cardona,Mario Iván Martínez,Ana de la Reguera,Ofelia Medina,Marco Treviño,Cecilia Ponce,Sophie Gómez,Andrés Palacios
Macho;2016;90 min.;Antonio Serrano;Comedia;Alejandro Alemán; Diario El Universal ;negativa;Miguel Rodarte,Aislinn Derbéz,Cecilia Suárez,Renato López,Manolo Cardona,Mario Iván Martínez,Ana de la Reguera,Ofelia Medina,Marco Treviño,Cecilia Ponce,Sophie Gómez,Andrés Palacios
