pelicula;date;duracio;director;genre;autor;medi;tendencia;actors
Machuca;2004;120 min.;Andrés Wood;Drama;Ángel Fernández Santos; Diario El País ;positiva;Matías Quer,Ariel Mateluna,Manuela Martelli,Aline Küppenheim,Federico Luppi,Ernesto Malbrán,Tamara Acosta,Francisco Reyes,Alejandro Trejo,María Olga Matte,Gabriela Medina,Luis Dubó,Andrea García Huidobro,Pablo Krögh,Alejandro Goic
Machuca;2004;120 min.;Andrés Wood;Drama;Oti Rodríguez Marchante; Diario ABC ;positiva;Matías Quer,Ariel Mateluna,Manuela Martelli,Aline Küppenheim,Federico Luppi,Ernesto Malbrán,Tamara Acosta,Francisco Reyes,Alejandro Trejo,María Olga Matte,Gabriela Medina,Luis Dubó,Andrea García Huidobro,Pablo Krögh,Alejandro Goic
Macondo;2014;94 min.;Sudabeh Mortezai;Drama;Luis Martínez; Diario El Mundo ;negativa;Ramasan Minkailov,Aslan Elbiev,Kheda Gazieva,Rosa Minkailova,Denise Teipel,Iman Nasuhanowa
Mad City;1997;115 min.;Costa-Gavras;Drama;Miguel Ángel Palomo; Diario El País ;positiva;Dustin Hoffman,John Travolta,Alan Alda,Mia Kirshner,Blythe Danner,Robert Prosky,William Atherton,Ted Levine,Tammy Lauren,William O'Leary,Raymond J. Barry,Scanlon Gail
Mad City;1997;115 min.;Costa-Gavras;Drama;Inma Garrido; Cinemanía ;neutral;Dustin Hoffman,John Travolta,Alan Alda,Mia Kirshner,Blythe Danner,Robert Prosky,William Atherton,Ted Levine,Tammy Lauren,William O'Leary,Raymond J. Barry,Scanlon Gail
Mad City;1997;115 min.;Costa-Gavras;Drama;Fernando Morales; Diario El País ;positiva;Dustin Hoffman,John Travolta,Alan Alda,Mia Kirshner,Blythe Danner,Robert Prosky,William Atherton,Ted Levine,Tammy Lauren,William O'Leary,Raymond J. Barry,Scanlon Gail
Mad detective;2007;89 min.;Johnnie To,;Thriller;Francisco Marinero; Diario El Mundo ;negativa;Lau Ching-Wan,Andy On,Ka Tung Lam,Kelly Lin,Lee Kwok-Lun,Lee Choi-ning,Flora Chan,Cheung Siu-Fai,Lam Suet,Eddy Ko,Jay Lau,Jo Kuk
Mad Dogs (Serie de TV);2016;56 min.;Clark Johnson,;Serie de TV;Matthew Gilbert; Boston Globe ;positiva;Ben Chaplin,Michael Imperioli,Romany Malco,Steve Zahn,Phil Davis,Mark Povinelli,Rachael Holmes,María Botto,Coby Bell,Raphael D. Cotto,Kevin Jackson,Robbie Bell,Raúl Román Rivera,José A. Santiago,Adria Tennor,Allison Tolman,Billy Zane,David Hoflin,Abby Brammell,Agustín Bogle
Mad Dogs (Serie de TV);2016;56 min.;Clark Johnson,;Serie de TV;James Poniewozik; The New York Times ;neutral;Ben Chaplin,Michael Imperioli,Romany Malco,Steve Zahn,Phil Davis,Mark Povinelli,Rachael Holmes,María Botto,Coby Bell,Raphael D. Cotto,Kevin Jackson,Robbie Bell,Raúl Román Rivera,José A. Santiago,Adria Tennor,Allison Tolman,Billy Zane,David Hoflin,Abby Brammell,Agustín Bogle
Mad Dogs (Serie de TV);2016;56 min.;Clark Johnson,;Serie de TV;Tim Goodman; The Hollywood Reporter ;neutral;Ben Chaplin,Michael Imperioli,Romany Malco,Steve Zahn,Phil Davis,Mark Povinelli,Rachael Holmes,María Botto,Coby Bell,Raphael D. Cotto,Kevin Jackson,Robbie Bell,Raúl Román Rivera,José A. Santiago,Adria Tennor,Allison Tolman,Billy Zane,David Hoflin,Abby Brammell,Agustín Bogle
Mad Dogs (Serie de TV);2016;56 min.;Clark Johnson,;Serie de TV;Maureen Ryan; Variety ;neutral;Ben Chaplin,Michael Imperioli,Romany Malco,Steve Zahn,Phil Davis,Mark Povinelli,Rachael Holmes,María Botto,Coby Bell,Raphael D. Cotto,Kevin Jackson,Robbie Bell,Raúl Román Rivera,José A. Santiago,Adria Tennor,Allison Tolman,Billy Zane,David Hoflin,Abby Brammell,Agustín Bogle
Mad Dogs (Serie de TV);2016;56 min.;Clark Johnson,;Serie de TV;Brian Tallerico; rogerebert.com ;positiva;Ben Chaplin,Michael Imperioli,Romany Malco,Steve Zahn,Phil Davis,Mark Povinelli,Rachael Holmes,María Botto,Coby Bell,Raphael D. Cotto,Kevin Jackson,Robbie Bell,Raúl Román Rivera,José A. Santiago,Adria Tennor,Allison Tolman,Billy Zane,David Hoflin,Abby Brammell,Agustín Bogle
Mad Max 2. El guerrero de la carretera;1981;92 min.;George Miller;Acción;Fernando Morales; Diario El País ;positiva;Mel Gibson,Bruce Spence,Michael Preston,Vernon Wells,Emil Minty,Max Phipps,Kjell Nilsson,Virginia Hey,Steve J. Spears,Arkie Whiteley,William Zappa
Mad Max 2. El guerrero de la carretera;1981;92 min.;George Miller;Acción;Javier Ocaña; Cinemanía ;positiva;Mel Gibson,Bruce Spence,Michael Preston,Vernon Wells,Emil Minty,Max Phipps,Kjell Nilsson,Virginia Hey,Steve J. Spears,Arkie Whiteley,William Zappa
Mad Max 2. El guerrero de la carretera;1981;92 min.;George Miller;Acción;Richard Corliss; Time ;positiva;Mel Gibson,Bruce Spence,Michael Preston,Vernon Wells,Emil Minty,Max Phipps,Kjell Nilsson,Virginia Hey,Steve J. Spears,Arkie Whiteley,William Zappa
Mad Max 2. El guerrero de la carretera;1981;92 min.;George Miller;Acción;Roger Ebert; Chicago Sun-Times ;positiva;Mel Gibson,Bruce Spence,Michael Preston,Vernon Wells,Emil Minty,Max Phipps,Kjell Nilsson,Virginia Hey,Steve J. Spears,Arkie Whiteley,William Zappa
Mad Max 2. El guerrero de la carretera;1981;92 min.;George Miller;Acción;Variety ;unknow;positiva;Mel Gibson,Bruce Spence,Michael Preston,Vernon Wells,Emil Minty,Max Phipps,Kjell Nilsson,Virginia Hey,Steve J. Spears,Arkie Whiteley,William Zappa
Mad Max 2. El guerrero de la carretera;1981;92 min.;George Miller;Acción;Vincent Canby; The New York Times ;positiva;Mel Gibson,Bruce Spence,Michael Preston,Vernon Wells,Emil Minty,Max Phipps,Kjell Nilsson,Virginia Hey,Steve J. Spears,Arkie Whiteley,William Zappa
Mad Max 2. El guerrero de la carretera;1981;92 min.;George Miller;Acción;Derek Adams ; Time Out ;positiva;Mel Gibson,Bruce Spence,Michael Preston,Vernon Wells,Emil Minty,Max Phipps,Kjell Nilsson,Virginia Hey,Steve J. Spears,Arkie Whiteley,William Zappa
Mad Max: Furia en la carretera;2015;120 min.;George Miller;Ciencia ficción;Luis Martínez; Diario El Mundo ;positiva;Tom Hardy,Charlize Theron,Nicholas Hoult,Hugh Keays-Byrne,Angus Sampson,Zöe Kravitz,Rosie Huntington-Whiteley,Nathan Jones,Riley Keough,Abbey Lee,Courtney Eaton,Josh Helman,Megan Gale,Melissa Jaffer,Stephen Dunlevy
Mad Max: Furia en la carretera;2015;120 min.;George Miller;Ciencia ficción;Carlos Boyero; Diario El País ;neutral;Tom Hardy,Charlize Theron,Nicholas Hoult,Hugh Keays-Byrne,Angus Sampson,Zöe Kravitz,Rosie Huntington-Whiteley,Nathan Jones,Riley Keough,Abbey Lee,Courtney Eaton,Josh Helman,Megan Gale,Melissa Jaffer,Stephen Dunlevy
Mad Max: Furia en la carretera;2015;120 min.;George Miller;Ciencia ficción;Sergi Sánchez; Diario La Razón ;positiva;Tom Hardy,Charlize Theron,Nicholas Hoult,Hugh Keays-Byrne,Angus Sampson,Zöe Kravitz,Rosie Huntington-Whiteley,Nathan Jones,Riley Keough,Abbey Lee,Courtney Eaton,Josh Helman,Megan Gale,Melissa Jaffer,Stephen Dunlevy
Mad Max: Furia en la carretera;2015;120 min.;George Miller;Ciencia ficción;Carlos Reviriego; Diario El Mundo ;positiva;Tom Hardy,Charlize Theron,Nicholas Hoult,Hugh Keays-Byrne,Angus Sampson,Zöe Kravitz,Rosie Huntington-Whiteley,Nathan Jones,Riley Keough,Abbey Lee,Courtney Eaton,Josh Helman,Megan Gale,Melissa Jaffer,Stephen Dunlevy
Mad Max: Furia en la carretera;2015;120 min.;George Miller;Ciencia ficción;Oti Rodríguez Marchante; Diario ABC ;positiva;Tom Hardy,Charlize Theron,Nicholas Hoult,Hugh Keays-Byrne,Angus Sampson,Zöe Kravitz,Rosie Huntington-Whiteley,Nathan Jones,Riley Keough,Abbey Lee,Courtney Eaton,Josh Helman,Megan Gale,Melissa Jaffer,Stephen Dunlevy
Mad Max: Furia en la carretera;2015;120 min.;George Miller;Ciencia ficción;Salvador Llopart; Diario La Vanguardia ;positiva;Tom Hardy,Charlize Theron,Nicholas Hoult,Hugh Keays-Byrne,Angus Sampson,Zöe Kravitz,Rosie Huntington-Whiteley,Nathan Jones,Riley Keough,Abbey Lee,Courtney Eaton,Josh Helman,Megan Gale,Melissa Jaffer,Stephen Dunlevy
Mad Max: Furia en la carretera;2015;120 min.;George Miller;Ciencia ficción;Nando Salvá; Diario El Periódico ;positiva;Tom Hardy,Charlize Theron,Nicholas Hoult,Hugh Keays-Byrne,Angus Sampson,Zöe Kravitz,Rosie Huntington-Whiteley,Nathan Jones,Riley Keough,Abbey Lee,Courtney Eaton,Josh Helman,Megan Gale,Melissa Jaffer,Stephen Dunlevy
Mad Max. Salvajes de autopista;1979;90 min.;George Miller;Acción;Francisco Marinero; Diario El Mundo ;positiva;Mel Gibson,Joanne Samuel,Steve Bisley,Hugh Keays-Byrne,Roger Ward,Tim Burns,Geoff Parry,Sheila Florence
Mad Max. Salvajes de autopista;1979;90 min.;George Miller;Acción;Miguel Ángel Palomo; Diario El País ;positiva;Mel Gibson,Joanne Samuel,Steve Bisley,Hugh Keays-Byrne,Roger Ward,Tim Burns,Geoff Parry,Sheila Florence
Mad Max. Salvajes de autopista;1979;90 min.;George Miller;Acción;Tom Buckley; The New York Times ;negativa;Mel Gibson,Joanne Samuel,Steve Bisley,Hugh Keays-Byrne,Roger Ward,Tim Burns,Geoff Parry,Sheila Florence
Mad Max. Salvajes de autopista;1979;90 min.;George Miller;Acción;Variety ;unknow;positiva;Mel Gibson,Joanne Samuel,Steve Bisley,Hugh Keays-Byrne,Roger Ward,Tim Burns,Geoff Parry,Sheila Florence
Mad Max. Salvajes de autopista;1979;90 min.;George Miller;Acción;Empire ;unknow;positiva;Mel Gibson,Joanne Samuel,Steve Bisley,Hugh Keays-Byrne,Roger Ward,Tim Burns,Geoff Parry,Sheila Florence
Mad Max. Salvajes de autopista;1979;90 min.;George Miller;Acción;Dave Kehr; Chicago Reader ;positiva;Mel Gibson,Joanne Samuel,Steve Bisley,Hugh Keays-Byrne,Roger Ward,Tim Burns,Geoff Parry,Sheila Florence
Mad Max. Salvajes de autopista;1979;90 min.;George Miller;Acción;Derek Adams ; Time Out ;positiva;Mel Gibson,Joanne Samuel,Steve Bisley,Hugh Keays-Byrne,Roger Ward,Tim Burns,Geoff Parry,Sheila Florence
Mad Men (Serie de TV);2007;45 min.;Matthew Weiner (Creator),;Serie de TV;Enric González; Diario El País ;positiva;Jon Hamm,Elisabeth Moss,Vincent Kartheiser,January Jones,Christina Hendricks,John Slattery,Aaron Staton,Rich Sommer,Robert Morse,Bryan Batt,Michael Gladis,Alison Brie,Jared Harris,Jessica Paré,Maggie Siff,Mark Moses,Christopher Stanley,Rosemarie Dewitt,Peyton List,Kiernan Shipka,Cara Buono
Mad Men (Serie de TV);2007;45 min.;Matthew Weiner (Creator),;Serie de TV;Carlos Boyero; Diario El País ;positiva;Jon Hamm,Elisabeth Moss,Vincent Kartheiser,January Jones,Christina Hendricks,John Slattery,Aaron Staton,Rich Sommer,Robert Morse,Bryan Batt,Michael Gladis,Alison Brie,Jared Harris,Jessica Paré,Maggie Siff,Mark Moses,Christopher Stanley,Rosemarie Dewitt,Peyton List,Kiernan Shipka,Cara Buono
Mad Men (Serie de TV);2007;45 min.;Matthew Weiner (Creator),;Serie de TV;Robert Bianco; USA Today ;positiva;Jon Hamm,Elisabeth Moss,Vincent Kartheiser,January Jones,Christina Hendricks,John Slattery,Aaron Staton,Rich Sommer,Robert Morse,Bryan Batt,Michael Gladis,Alison Brie,Jared Harris,Jessica Paré,Maggie Siff,Mark Moses,Christopher Stanley,Rosemarie Dewitt,Peyton List,Kiernan Shipka,Cara Buono
Mad Men (Serie de TV);2007;45 min.;Matthew Weiner (Creator),;Serie de TV;Mary McNamara; Los Angeles Times ;positiva;Jon Hamm,Elisabeth Moss,Vincent Kartheiser,January Jones,Christina Hendricks,John Slattery,Aaron Staton,Rich Sommer,Robert Morse,Bryan Batt,Michael Gladis,Alison Brie,Jared Harris,Jessica Paré,Maggie Siff,Mark Moses,Christopher Stanley,Rosemarie Dewitt,Peyton List,Kiernan Shipka,Cara Buono
Mad Men (Serie de TV);2007;45 min.;Matthew Weiner (Creator),;Serie de TV;Tim Goodman; San Francisco Chronicle ;positiva;Jon Hamm,Elisabeth Moss,Vincent Kartheiser,January Jones,Christina Hendricks,John Slattery,Aaron Staton,Rich Sommer,Robert Morse,Bryan Batt,Michael Gladis,Alison Brie,Jared Harris,Jessica Paré,Maggie Siff,Mark Moses,Christopher Stanley,Rosemarie Dewitt,Peyton List,Kiernan Shipka,Cara Buono
Mad Men (Serie de TV);2007;45 min.;Matthew Weiner (Creator),;Serie de TV;Matt Roush; TV Guide ;positiva;Jon Hamm,Elisabeth Moss,Vincent Kartheiser,January Jones,Christina Hendricks,John Slattery,Aaron Staton,Rich Sommer,Robert Morse,Bryan Batt,Michael Gladis,Alison Brie,Jared Harris,Jessica Paré,Maggie Siff,Mark Moses,Christopher Stanley,Rosemarie Dewitt,Peyton List,Kiernan Shipka,Cara Buono
Mad Men (Serie de TV);2007;45 min.;Matthew Weiner (Creator),;Serie de TV;Ken Tucker; Entertainment Weekly ;positiva;Jon Hamm,Elisabeth Moss,Vincent Kartheiser,January Jones,Christina Hendricks,John Slattery,Aaron Staton,Rich Sommer,Robert Morse,Bryan Batt,Michael Gladis,Alison Brie,Jared Harris,Jessica Paré,Maggie Siff,Mark Moses,Christopher Stanley,Rosemarie Dewitt,Peyton List,Kiernan Shipka,Cara Buono
Mad Men (Serie de TV);2007;45 min.;Matthew Weiner (Creator),;Serie de TV;Tom Shales; The Washington Post ;neutral;Jon Hamm,Elisabeth Moss,Vincent Kartheiser,January Jones,Christina Hendricks,John Slattery,Aaron Staton,Rich Sommer,Robert Morse,Bryan Batt,Michael Gladis,Alison Brie,Jared Harris,Jessica Paré,Maggie Siff,Mark Moses,Christopher Stanley,Rosemarie Dewitt,Peyton List,Kiernan Shipka,Cara Buono
Mad to Be Normal;2017;106 min.;Robert Mullan;Drama;Wendy Ide; Screendaily ;positiva;David Tennant,Elisabeth Moss,Michael Gambon,Gabriel Byrne,David Bamber,Trevor White,Olivia Poulet,Nigel Barber,Rebecca Gethings
Mad to Be Normal;2017;106 min.;Robert Mullan;Drama;Stephen Dalton; The Hollywood Reporter ;neutral;David Tennant,Elisabeth Moss,Michael Gambon,Gabriel Byrne,David Bamber,Trevor White,Olivia Poulet,Nigel Barber,Rebecca Gethings
Mad to Be Normal;2017;106 min.;Robert Mullan;Drama;Ed Potton; The Times ;positiva;David Tennant,Elisabeth Moss,Michael Gambon,Gabriel Byrne,David Bamber,Trevor White,Olivia Poulet,Nigel Barber,Rebecca Gethings
Mad to Be Normal;2017;106 min.;Robert Mullan;Drama;Peter Bradshaw; The Guardian ;positiva;David Tennant,Elisabeth Moss,Michael Gambon,Gabriel Byrne,David Bamber,Trevor White,Olivia Poulet,Nigel Barber,Rebecca Gethings
Mad to Be Normal;2017;106 min.;Robert Mullan;Drama;Dave Calhoun; Time Out ;positiva;David Tennant,Elisabeth Moss,Michael Gambon,Gabriel Byrne,David Bamber,Trevor White,Olivia Poulet,Nigel Barber,Rebecca Gethings
Mad to Be Normal;2017;106 min.;Robert Mullan;Drama;Simran Hans; The Guardian ;negativa;David Tennant,Elisabeth Moss,Michael Gambon,Gabriel Byrne,David Bamber,Trevor White,Olivia Poulet,Nigel Barber,Rebecca Gethings
Madadayo;1993;134 min.;Akira Kurosawa;Drama;FILMAFFINITY ;unknow;positiva;Tatsuo Matsumura,Kyôko Kagawa,Hisashi Igawa,George Tokoro,Masayuki Yui,Akira Terao,Asei Kobayashi
Madadayo;1993;134 min.;Akira Kurosawa;Drama;A. O. Scott; The New York Times ;positiva;Tatsuo Matsumura,Kyôko Kagawa,Hisashi Igawa,George Tokoro,Masayuki Yui,Akira Terao,Asei Kobayashi
Madadayo;1993;134 min.;Akira Kurosawa;Drama;Michael Wilmington; Chicago Tribune ;positiva;Tatsuo Matsumura,Kyôko Kagawa,Hisashi Igawa,George Tokoro,Masayuki Yui,Akira Terao,Asei Kobayashi
Madagascar;2005;80 min.;Eric Darnell,;Animación;M. Torreiro; Diario El País ;negativa;Animation
Madagascar;2005;80 min.;Eric Darnell,;Animación;Roger Ebert; Chicago Sun-Times ;neutral;Animation
Madagascar;2005;80 min.;Eric Darnell,;Animación;Ann Hornaday; The Washington Post ;neutral;Animation
Madagascar;2005;80 min.;Eric Darnell,;Animación;Peter Travers; Rolling Stone ;neutral;Animation
Madagascar 2 ;2008;89 min.;Eric Darnell,;Animación;Javier Cortijo; Diario ABC ;negativa;Animation
Madagascar 2 ;2008;89 min.;Eric Darnell,;Animación;Jordi Costa; Fotogramas ;positiva;Animation
Madagascar 2 ;2008;89 min.;Eric Darnell,;Animación;Roger Ebert; Chicago Sun-Times ;positiva;Animation
Madagascar 2 ;2008;89 min.;Eric Darnell,;Animación;Manohla Dargis; The New York Times ;neutral;Animation
Madagascar 2 ;2008;89 min.;Eric Darnell,;Animación;Peter Hartlaub; San Francisco Chronicle ;positiva;Animation
Madagascar 2 ;2008;89 min.;Eric Darnell,;Animación;Joe Morgenstern; The Wall Street Journal ;positiva;Animation
Madagascar 2 ;2008;89 min.;Eric Darnell,;Animación;Todd McCarthy; Variety ;positiva;Animation
Madagascar 3: De marcha por Europa;2012;85 min.;Eric Darnell,;Animación;Javier Ocaña; Diario El País ;positiva;Animation
Madagascar 3: De marcha por Europa;2012;85 min.;Eric Darnell,;Animación;Jordi Batlle Caminal; Diario La Vanguardia ;negativa;Animation
Madagascar 3: De marcha por Europa;2012;85 min.;Eric Darnell,;Animación;Jordi Costa; Fotogramas ;positiva;Animation
Madagascar 3: De marcha por Europa;2012;85 min.;Eric Darnell,;Animación;Eduardo Galán; Cinemanía ;positiva;Animation
Madagascar 3: De marcha por Europa;2012;85 min.;Eric Darnell,;Animación;Amy Biancolli; San Francisco Chronicle ;neutral;Animation
Madagascar 3: De marcha por Europa;2012;85 min.;Eric Darnell,;Animación;Lou Lumenick; New York Post ;negativa;Animation
Madagascar 3: De marcha por Europa;2012;85 min.;Eric Darnell,;Animación;Joe Morgenstern; The Wall Street Journal ;negativa;Animation
Madagascar, carnet de voyage (C);2010;11 min.;Bastien Dubois;Animación;Peter Debruge; Variety ;positiva;Animation
Madagascar, carnet de voyage (C);2010;11 min.;Bastien Dubois;Animación;Robert Abele; Los Angeles Times ;positiva;Animation
Madam Baterflai;2013;76 min.;Carina Sama;Documental;Miguel Frías; Diario Clarín ;neutral;Documentary,Mariana Arancibia,Carolina De La Cruz,Paloma León,Marcela Casanova,Patricia Arancibia
Madam Baterflai;2013;76 min.;Carina Sama;Documental;Alejandro Lingenti; Diario La Nación ;positiva;Documentary,Mariana Arancibia,Carolina De La Cruz,Paloma León,Marcela Casanova,Patricia Arancibia
Madam Baterflai;2013;76 min.;Carina Sama;Documental;Gustavo Castagna; Diario Tiempo Argentino ;neutral;Documentary,Mariana Arancibia,Carolina De La Cruz,Paloma León,Marcela Casanova,Patricia Arancibia
Madam Secretary (Serie de TV);2014;40 min.;Barbara Hall (Creator),;Serie de TV;Jason Clark; Entertainment Weekly ;positiva;Téa Leoni,Tim Daly,Patina Miller,Geoffrey Arend,Erich Bergen,Kathrine Herzer,Evan Roe,Zeljko Ivanek,Bebe Neuwirth,Wallis Currie-Wood,Keith Carradine,Sebastian Arcelus,Mandy Gonzalez,Jill Hennessy,Johanna Day,Clifton Davis,Carlos Gómez,Tony Plana,Patrick Breen,Francis Jue,Kobi Libii,Chris Petrovski,Kevin Rahm,Marin Hinkle,Julian Acosta,J.C. MacKenzie,Nilaja Sun
Madam Secretary (Serie de TV);2014;40 min.;Barbara Hall (Creator),;Serie de TV;Matthew Gilbert; Boston Globe ;neutral;Téa Leoni,Tim Daly,Patina Miller,Geoffrey Arend,Erich Bergen,Kathrine Herzer,Evan Roe,Zeljko Ivanek,Bebe Neuwirth,Wallis Currie-Wood,Keith Carradine,Sebastian Arcelus,Mandy Gonzalez,Jill Hennessy,Johanna Day,Clifton Davis,Carlos Gómez,Tony Plana,Patrick Breen,Francis Jue,Kobi Libii,Chris Petrovski,Kevin Rahm,Marin Hinkle,Julian Acosta,J.C. MacKenzie,Nilaja Sun
Madam Secretary (Serie de TV);2014;40 min.;Barbara Hall (Creator),;Serie de TV;Lori Rackl; Chicago Sun-Times ;positiva;Téa Leoni,Tim Daly,Patina Miller,Geoffrey Arend,Erich Bergen,Kathrine Herzer,Evan Roe,Zeljko Ivanek,Bebe Neuwirth,Wallis Currie-Wood,Keith Carradine,Sebastian Arcelus,Mandy Gonzalez,Jill Hennessy,Johanna Day,Clifton Davis,Carlos Gómez,Tony Plana,Patrick Breen,Francis Jue,Kobi Libii,Chris Petrovski,Kevin Rahm,Marin Hinkle,Julian Acosta,J.C. MacKenzie,Nilaja Sun
Madam Secretary (Serie de TV);2014;40 min.;Barbara Hall (Creator),;Serie de TV;Brian Lowry; Variety ;neutral;Téa Leoni,Tim Daly,Patina Miller,Geoffrey Arend,Erich Bergen,Kathrine Herzer,Evan Roe,Zeljko Ivanek,Bebe Neuwirth,Wallis Currie-Wood,Keith Carradine,Sebastian Arcelus,Mandy Gonzalez,Jill Hennessy,Johanna Day,Clifton Davis,Carlos Gómez,Tony Plana,Patrick Breen,Francis Jue,Kobi Libii,Chris Petrovski,Kevin Rahm,Marin Hinkle,Julian Acosta,J.C. MacKenzie,Nilaja Sun
Madam Secretary (Serie de TV);2014;40 min.;Barbara Hall (Creator),;Serie de TV;Joanne Ostrow; Denver Post ;neutral;Téa Leoni,Tim Daly,Patina Miller,Geoffrey Arend,Erich Bergen,Kathrine Herzer,Evan Roe,Zeljko Ivanek,Bebe Neuwirth,Wallis Currie-Wood,Keith Carradine,Sebastian Arcelus,Mandy Gonzalez,Jill Hennessy,Johanna Day,Clifton Davis,Carlos Gómez,Tony Plana,Patrick Breen,Francis Jue,Kobi Libii,Chris Petrovski,Kevin Rahm,Marin Hinkle,Julian Acosta,J.C. MacKenzie,Nilaja Sun
Madame;2017;91 min.;Amanda Sthers;Drama;Jessica Kiang; Variety ;neutral;Harvey Keitel,Toni Collette,Rossy de Palma,Michael Smiley,Tom Hughes,Violaine Gillibert,Stanislas Merhar,Sue Cann,Ariane Seguillon,Amélie Grace Zhurkin,James Foley,Brendan Patricks,Tim Fellingham,Joséphine de La Baume,Sonia Rolland
Madame;2017;91 min.;Amanda Sthers;Drama;Frank Scheck; The Hollywood Reporter ;neutral;Harvey Keitel,Toni Collette,Rossy de Palma,Michael Smiley,Tom Hughes,Violaine Gillibert,Stanislas Merhar,Sue Cann,Ariane Seguillon,Amélie Grace Zhurkin,James Foley,Brendan Patricks,Tim Fellingham,Joséphine de La Baume,Sonia Rolland
Madame;2017;91 min.;Amanda Sthers;Drama;Sarah Ward; Screendaily ;neutral;Harvey Keitel,Toni Collette,Rossy de Palma,Michael Smiley,Tom Hughes,Violaine Gillibert,Stanislas Merhar,Sue Cann,Ariane Seguillon,Amélie Grace Zhurkin,James Foley,Brendan Patricks,Tim Fellingham,Joséphine de La Baume,Sonia Rolland
Madame;2017;91 min.;Amanda Sthers;Drama;Leigh Paatsch; Herald Sun ;neutral;Harvey Keitel,Toni Collette,Rossy de Palma,Michael Smiley,Tom Hughes,Violaine Gillibert,Stanislas Merhar,Sue Cann,Ariane Seguillon,Amélie Grace Zhurkin,James Foley,Brendan Patricks,Tim Fellingham,Joséphine de La Baume,Sonia Rolland
Madame;2017;91 min.;Amanda Sthers;Drama;Louise Keller; Urbancinefile ;neutral;Harvey Keitel,Toni Collette,Rossy de Palma,Michael Smiley,Tom Hughes,Violaine Gillibert,Stanislas Merhar,Sue Cann,Ariane Seguillon,Amélie Grace Zhurkin,James Foley,Brendan Patricks,Tim Fellingham,Joséphine de La Baume,Sonia Rolland
Madame Bovary;1991;131 min.;Claude Chabrol;Drama;Augusto M. Torres; Diccionario Espasa ;positiva;Isabelle Huppert,Jean- François Balmer,Christophe Malavoy,Lucas Belvaux,Jean Yanne
